Fiscal Year,Region,Country,Project ID,Project Name,URL,TTL,Lending Instrument,Sector Board,Product Line,IDA Education Commitments (US$M),IBRD Education Commitments (US$M),Other Financing for Education,Total Commitments for Education (US$M),Education as % of Total Commitment
FY01,Africa,Kenya,P069501,Economic & Public Sector Reform Project,http://www.worldbank.org/projects/P069501?lang=en,"Kilby,Frederick",Structural Adjustment Loan,Governance,IBRD/IDA,15,0,0,15,10%
FY01,Africa,Kenya,P074338,Economic & Public Sector Reform Credit - FY01 IDA Reflows,http://www.worldbank.org/projects/P074338?lang=en,"Agbonyitor,Alberto D. K.",Structural Adjustment Loan,Governance,IBRD/IDA,0.32,0,0,0.32,10%
FY01,Africa,Madagascar,P055166,Community Development Project,http://www.worldbank.org/projects/P055166?lang=en,"Auffret,Philippe",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,16.5,0,0,16.5,15%
FY01,Africa,Madagascar,P070998,Cyclone Emergency Social Fund III Supplemental,http://www.worldbank.org/projects/P070998?lang=en,"Murray,Eileen",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,4.34,0,0,4.34,24%
FY01,Africa,Malawi,P035917,Mulanje Mt. Biodiversity Conservation Project,http://www.worldbank.org/projects/P035917?lang=en,"Cadman,Cary Anne",Specific Investment Loan,Environment & Natural Resources,Global Environment Project,0,0,0.14,0.14,2%
FY01,Africa,Malawi,P050294,Fiscal Restructuring And Deregulation Program Project (03),http://www.worldbank.org/projects/P050294?lang=en,"Chitale,Sudhir",Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,11.02,0,0,11.02,20%
FY01,Africa,Malawi,P073831,IDA REF- ADJ(FRDP III),http://www.worldbank.org/projects/P073831?lang=en,"Chitale,Sudhir",Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,0.1,0,0,0.1,20%
FY01,Africa,Malawi,P073832,Fiscal Restructuring And Deregulation Program Technical Assistance Project (03),http://www.worldbank.org/projects/P073832?lang=en,"Worthington,Ross",Technical Assistance Loan,Governance,IBRD/IDA,0.57,0,0,0.57,19%
FY01,Africa,Mali,P040650,Education Sector Expenditure Program,http://www.worldbank.org/projects/P040650?lang=en,"Ouedraogo,Adama",Adaptable Program Loan,Education,IBRD/IDA,43.2,0,0,43.2,96%
FY01,Africa,Mali,P073318,Oil Shock Supplemental,http://www.worldbank.org/projects/P073318?lang=en,"Gaye,Diarietou",Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,3.56,0,0,3.56,14%
FY01,Africa,Nigeria,P069086,Community Based Poverty Reduction Project,http://www.worldbank.org/projects/P069086?lang=en,"Okunmadewa,Foluso",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,13.8,0,0,13.8,23%
FY01,Africa,Senegal,P041566,Social Development Fund Project,http://www.worldbank.org/projects/P041566?lang=en,"Theunynck,Serge",Adaptable Program Loan,Social Protection & Labor,IBRD/IDA,4.2,0,0,4.2,14%
FY01,Africa,Tanzania,P065372,Social Action Fund Project,http://www.worldbank.org/projects/P065372?lang=en,"Volker,Hope C. Phillips",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,18,0,0,18,30%
FY01,Africa,Uganda,P050438,Poverty Reduction Support Credit,http://www.worldbank.org/projects/P050438?lang=en,"Kahkonen,Satu Kristiina J.",Poverty Reduction Support Credit,Governance,IBRD/IDA,31.5,0,0,31.5,21%
FY01,Africa,Uganda,P072482,HIV/AIDS Control Project,http://www.worldbank.org/projects/P072482?lang=en,"Okwero,Peter",Adaptable Program Loan,"Health, Nutrition & Population",IBRD/IDA,0.95,0,0,0.95,2%
FY01,Africa,Zambia,P057167,Technical Education Vocational & Entrepreneurship Training (TEVET) Development Program Support Project,http://www.worldbank.org/projects/P057167?lang=en,"Rojas,Carlos A.",Sector Investment and Maintenance Loan,Education,IBRD/IDA,19.75,0,0,19.75,79%
FY01,East Asia & Pacific,Cambodia,P073310,Supplemental Credit for Social Fund Project (2),http://www.worldbank.org/projects/P073310?lang=en,"Salim,Maryam",Emergency Recovery Loan,Social Protection & Labor,IBRD/IDA,1,0,0,1,10%
FY01,East Asia & Pacific,Cambodia,P073394,Flood Emergency Rehabilitation Project,http://www.worldbank.org/projects/P073394?lang=en,"Jiang,Liping",Emergency Recovery Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,8.4,0,0,8.4,24%
FY01,East Asia & Pacific,Cambodia,P073725,JSDF Grant - KH Basic Education,http://www.worldbank.org/projects/P073725?lang=en,"Benveniste,Luis",Specific Investment Loan,Education,Recipient Executed Activities,0,0,1.58,1.58,100%
FY01,East Asia & Pacific,Indonesia,P068949,Library Development Project,http://www.worldbank.org/projects/P068949?lang=en,"Roesli,Rosfita",Learning and Innovation Loan,Education,IBRD/IDA,2.28,0,0,2.28,55%
FY01,East Asia & Pacific,"Korea, Republic of",P074459,Admin of ASEM TF028341,http://www.worldbank.org/projects/P074459?lang=en,"Johnston,Kathryn T.",Technical Assistance Loan,Education,Recipient Executed Activities,0,0,0.25,0.25,100%
FY01,East Asia & Pacific,Vanuatu,P004823,Second Education Project,http://www.worldbank.org/projects/P004823?lang=en,"Collingwood,Ian R.",Learning and Innovation Loan,Education,IBRD/IDA,3.12,0,0,3.12,89%
FY01,Europe & Central Asia,Bosnia and Herzegovina,P070995,Community Development Project,http://www.worldbank.org/projects/P070995?lang=en,"Gotcheva,Boryana",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,3.75,0,0,3.75,25%
FY01,Europe & Central Asia,Bulgaria,P055158,Education Modernization Project,http://www.worldbank.org/projects/P055158?lang=en,"Nayar,Reema",Adaptable Program Loan,Education,IBRD/IDA,0,11.37,0,11.37,79%
FY01,Europe & Central Asia,Georgia,P055173,Education System Realignment & Strengthening Program,http://www.worldbank.org/projects/P055173?lang=en,"Hopper,Richard R.",Adaptable Program Loan,Education,IBRD/IDA,12.43,0,0,12.43,48%
FY01,Europe & Central Asia,Kosovo,P071265,Private Sector Development Technical Assistance Project,http://www.worldbank.org/projects/P071265?lang=en,"Minotti,Silvia",Emergency Recovery Loan,Governance,Special Financing,0,0,0.51,0.51,17%
FY01,Europe & Central Asia,Russian Federation,P050474,Education Reform Project,http://www.worldbank.org/projects/P050474?lang=en,"Cuadra,Ernesto P.",Specific Investment Loan,Education,IBRD/IDA,0,35,0,35,70%
FY01,Latin America & Caribbean,Argentina,P044447,Provincial Reform Adjustment Loan - Catamarca,http://www.worldbank.org/projects/P044447?lang=en,"Rojas,Fernando",Sector Adjustment Loan,Governance,IBRD/IDA,0,32.52,0,32.52,46%
FY01,Latin America & Caribbean,Argentina,P064614,Second Secondary Education Project - Province Of Buenos Aire,http://www.worldbank.org/projects/P064614?lang=en,"Valerio,Alexandria",Specific Investment Loan,Education,IBRD/IDA,0,55.28,0,55.28,97%
FY01,Latin America & Caribbean,Argentina,P068344,Provincial Reform Loan Project - Cordoba,http://www.worldbank.org/projects/P068344?lang=en,"Rojas,Fernando",Structural Adjustment Loan,Governance,IBRD/IDA,0,78.78,0,78.78,26%
FY01,Latin America & Caribbean,Belize,P073924,Social Investment Fund Project - Supplemental Loan,http://www.worldbank.org/projects/P073924?lang=en,"Warren,David Seth",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0,0.28,0,0.28,20%
FY01,Latin America & Caribbean,Bolivia,P068134,Programmatic Structural Adjustment Credit for Decentralization Project,http://www.worldbank.org/projects/P068134?lang=en,"Mosqueira Medina,Edgardo",Programmatic Structural Adjustment Loan,Governance,IBRD/IDA,6.6,0,0,6.6,11%
FY01,Latin America & Caribbean,Brazil,P059565,Bahia Education Project,http://www.worldbank.org/projects/P059565?lang=en,"Guedes,Andrea C.",Adaptable Program Loan,Education,IBRD/IDA,0,55.68,0,55.68,80%
FY01,Latin America & Caribbean,Brazil,P059566,Ceara Basic Education Quality Improvement Project,http://www.worldbank.org/projects/P059566?lang=en,"Silveira,Ricardo Rocha",Specific Investment Loan,Education,IBRD/IDA,0,72,0,72,80%
FY01,Latin America & Caribbean,Central America,P053349,Mesoamerican Barrier Reef System,http://www.worldbank.org/projects/P053349?lang=en,"Hatziolos,Marea Eleni",Specific Investment Loan,Environment & Natural Resources,Global Environment Project,0,0,1.43,1.43,13%
FY01,Latin America & Caribbean,Dominican Republic,P068753,Global Distance Learning Project,http://www.worldbank.org/projects/P068753?lang=en,"Gray,David",Learning and Innovation Loan,Education,IBRD/IDA,0,1.51,0,1.51,44%
FY01,Latin America & Caribbean,Guatemala,P048652,Universalization Of Basic Education Project,http://www.worldbank.org/projects/P048652?lang=en,"Laverde,Martha",Specific Investment Loan,Education,IBRD/IDA,0,46,0,46,74%
FY01,Latin America & Caribbean,Honduras,P007397,Community-Based Education Project,http://www.worldbank.org/projects/P007397?lang=en,"Guedes,Andrea C.",Specific Investment Loan,Education,IBRD/IDA,31.54,0,0,31.54,76%
FY01,Latin America & Caribbean,Honduras,P064895,Fifth Social Investment Fund Project,http://www.worldbank.org/projects/P064895?lang=en,"Coudouel,Aline",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,15,0,0,15,25%
FY01,Latin America & Caribbean,Honduras,P074323,Supplemental Credit To Interactive Environmental Learning and Science Promotion Project,http://www.worldbank.org/projects/P074323?lang=en,"Pena,Maria-Valeria",Specific Investment Loan,Education,IBRD/IDA,4,0,0,4,100%
FY01,Latin America & Caribbean,Mexico,P070479,Estado De Mexico Structural Adjustment Loan,http://www.worldbank.org/projects/P070479?lang=en,"Draaisma,Jozef",Structural Adjustment Loan,Governance,IBRD/IDA,0,50.51,0,50.51,10%
FY01,Latin America & Caribbean,Nicaragua,P064906,Poverty Reduction And Local Development Project,http://www.worldbank.org/projects/P064906?lang=en,"Coudouel,Aline",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,19.2,0,0,19.2,32%
FY01,Latin America & Caribbean,Panama,P052021,Basic Education Project (02),http://www.worldbank.org/projects/P052021?lang=en,"Bonilla-Chacin,Maria Eugenia",Specific Investment Loan,Education,IBRD/IDA,0,33.25,0,33.25,95%
FY01,Latin America & Caribbean,Peru,P071243,Programmatic Social Reform Loan Project,http://www.worldbank.org/projects/P071243?lang=en,"Javier,Evangeline",Programmatic Structural Adjustment Loan,Social Protection & Labor,IBRD/IDA,0,27,0,27,27%
FY01,Middle East & North Africa,Djibouti,P044585,School Access And Improvement Program,http://www.worldbank.org/projects/P044585?lang=en,"English,Linda K.",Adaptable Program Loan,Education,IBRD/IDA,6.3,0,0,6.3,63%
FY01,Middle East & North Africa,Jordan,P066121,Public Sector Reform Adjustment Loan,http://www.worldbank.org/projects/P066121?lang=en,"Humphreys,Charles",Programmatic Structural Adjustment Loan,Governance,IBRD/IDA,0,16.8,0,16.8,14%
FY01,Middle East & North Africa,Lebanon,P071113,Community Development Project,http://www.worldbank.org/projects/P071113?lang=en,"Murray,Eileen",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0,1,0,1,5%
FY01,Middle East & North Africa,West Bank and Gaza,P065593,Education Action Project,http://www.worldbank.org/projects/P065593?lang=en,"Jaramillo,Adriana",Specific Investment Loan,Education,Special Financing,0,0,5.32,5.32,76%
FY01,Middle East & North Africa,West Bank and Gaza,P073538,Emergency Response Program,http://www.worldbank.org/projects/P073538?lang=en,"El-Bayya,Majed",Specific Investment Loan,Finance & Markets,Special Financing,0,0,2.67,2.67,23%
FY01,Middle East & North Africa,"Yemen, Republic of",P043255,Basic Education Expansion Project,http://www.worldbank.org/projects/P043255?lang=en,"Vawda,Ayesha Y.",Specific Investment Loan,Education,IBRD/IDA,48.16,0,0,48.16,86%
FY01,South Asia,Bangladesh,P050752,Post-Literacy And Continuing Education For Human Development,http://www.worldbank.org/projects/P050752?lang=en,"LaPrairie,Mark F.",Specific Investment Loan,Education,IBRD/IDA,47.44,0,0,47.44,89%
FY01,South Asia,India,P050658,Third Technician Education Project,http://www.worldbank.org/projects/P050658?lang=en,"Shrivastava,Shashi K.",Specific Investment Loan,Education,IBRD/IDA,58.41,0,0,58.41,90%
FY01,South Asia,India,P055455,Rajasthan Second District Primary Education Project,http://www.worldbank.org/projects/P055455?lang=en,"Jena,Nalin",Specific Investment Loan,Education,IBRD/IDA,56.54,0,0,56.54,76%
FY01,South Asia,Pakistan,P071463,Structural Adjustment Credit,http://www.worldbank.org/projects/P071463?lang=en,"Panzer,John",Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,42,0,0,42,12%
FY01,South Asia,Sri Lanka,P069784,Distance Learning Project,http://www.worldbank.org/projects/P069784?lang=en,"Duraiswamy,Naresha",Learning and Innovation Loan,Finance & Markets,IBRD/IDA,2,0,0,2,100%
FY00,Africa,Angola,P056393,Second Social Action Fund Project (FAS II),http://www.worldbank.org/projects/P056393?lang=en,"Alberts,Wim H.",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,11.55,0,0,11.55,35%
FY00,Africa,Benin,P067329,Distance Learning Project,http://www.worldbank.org/projects/P067329?lang=en,"Dossou,Alexandre K.",Learning and Innovation Loan,Education,IBRD/IDA,0.92,0,0,0.92,50%
FY00,Africa,Benin,P070204,Labor Force Development Project,http://www.worldbank.org/projects/P070204?lang=en,"Ouedraogo,Adama",Learning and Innovation Loan,Education,IBRD/IDA,5,0,0,5,100%
FY00,Africa,Burundi,P064510,Second Social Action Project,http://www.worldbank.org/projects/P064510?lang=en,"Kantabaze,Pamphile",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,2.4,0,0,2.4,20%
FY00,Africa,Burundi,P064556,Emergency Economic Recovery Credit,http://www.worldbank.org/projects/P064556?lang=en,"Nelson,Eric R.",Emergency Recovery Loan,Finance & Markets,IBRD/IDA,7,0,0,7,20%
FY00,Africa,Cote d'Ivoire,P055073,Pilot Literacy Project,http://www.worldbank.org/projects/P055073?lang=en,"Becerra,Marcelo",Learning and Innovation Loan,Education,IBRD/IDA,2.7,0,0,2.7,54%
FY00,Africa,Guinea-Bissau,P065725,Economic Rehabilitation & Recovery Credit,http://www.worldbank.org/projects/P065725?lang=en,"Barry,Boubacar-Sid",Structural Adjustment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,3.25,0,0,3.25,13%
FY00,Africa,Mali,P058770,Improving Learning In Primary Schools,http://www.worldbank.org/projects/P058770?lang=en,"Sosale,Shobhana",Learning and Innovation Loan,Education,IBRD/IDA,3.04,0,0,3.04,80%
FY00,Africa,Mozambique,P070305,Coastal And Marine Biodiversity Management Project,http://www.worldbank.org/projects/P070305?lang=en,"Carret,Jean-Christophe",Technical Assistance Loan,Environment & Natural Resources,IBRD/IDA,0.56,0,0,0.56,10%
FY00,Africa,Mozambique,P070432,Flood Emergency Recovery Project,http://www.worldbank.org/projects/P070432?lang=en,"Jaiantilal,Dipac",Emergency Recovery Loan,Finance & Markets,IBRD/IDA,6,0,0,6,20%
FY00,Africa,Nigeria,P066571,Second Primary Education Project,http://www.worldbank.org/projects/P066571?lang=en,"Adekola,Olatunde Adetoyese",Specific Investment Loan,Education,IBRD/IDA,51.7,0,0,51.7,94%
FY00,Africa,Rwanda,P045091,Human Resources Development Project,http://www.worldbank.org/projects/P045091?lang=en,"Hoftijzer,Margo A.",Specific Investment Loan,Education,IBRD/IDA,30.8,0,0,30.8,88%
FY00,Africa,Senegal,P047319,Quality Education For All Program,http://www.worldbank.org/projects/P047319?lang=en,"Seck,Atou",Adaptable Program Loan,Education,IBRD/IDA,43,0,0,43,86%
FY00,Africa,Senegal,P057996,National Rural Infrastructure Project,http://www.worldbank.org/projects/P057996?lang=en,"Thiam,Moctar",Adaptable Program Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,2.85,0,0,2.85,10%
FY00,Africa,Sierra Leone,P040649,Community Reintegration & Rehabilitation Project,http://www.worldbank.org/projects/P040649?lang=en,"Zampaglione,Giuseppe",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,3.75,0,0,3.75,15%
FY00,Africa,Tanzania,P070629,FY00 IDA Reflow - SAC I,http://www.worldbank.org/projects/P070629?lang=en,"Ndulu,Benno J.",Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,0.24,0,0,0.24,22%
FY00,Africa,Uganda,P044679,Second Economic And Financial Management Project,http://www.worldbank.org/projects/P044679?lang=en,"Morrell,Lance",Technical Assistance Loan,Governance,IBRD/IDA,2.72,0,0,2.72,8%
FY00,Africa,Zambia,P063584,Social Investment Fund (ZAMSIF),http://www.worldbank.org/projects/P063584?lang=en,"Manjolo,Ida",Adaptable Program Loan,Social Protection & Labor,IBRD/IDA,12.29,0,0,12.29,19%
FY00,East Asia & Pacific,Cambodia,P059971,Education Quality Improvement Project,http://www.worldbank.org/projects/P059971?lang=en,"Benveniste,Luis",Learning and Innovation Loan,Education,IBRD/IDA,3.95,0,0,3.95,79%
FY00,East Asia & Pacific,Indonesia,P059477,Second Water & Sanitation For Low Income Communities Project,http://www.worldbank.org/projects/P059477?lang=en,"Rokx,Claudia",Specific Investment Loan,"Health, Nutrition & Population",IBRD/IDA,5.42,0,0,5.42,7%
FY00,East Asia & Pacific,Philippines,P065113,Social Expenditure Management Project,http://www.worldbank.org/projects/P065113?lang=en,"Balachander,Jayshree",Specific Investment Loan,Governance,IBRD/IDA,0,75,0,75,75%
FY00,East Asia & Pacific,Timor-Leste,P069762,Community And Local Governance Project,http://www.worldbank.org/projects/P069762?lang=en,"Guggenheim,Scott E.",Specific Investment Loan,Social Protection & Labor,Special Financing,0,0,4.62,4.62,22%
FY00,East Asia & Pacific,Timor-Leste,P070268,Emergency School Readiness Project,http://www.worldbank.org/projects/P070268?lang=en,"de Guzman,Alfonso F.",Emergency Recovery Loan,Education,Special Financing,0,0,11.95,11.95,86%
FY00,Europe & Central Asia,Albania,P057182,Legal & Judicial Reform Project,http://www.worldbank.org/projects/P057182?lang=en,"Decker,Klaus",Specific Investment Loan,Governance,IBRD/IDA,1.62,0,0,1.62,18%
FY00,Europe & Central Asia,Albania,P069120,Education Reform Project,http://www.worldbank.org/projects/P069120?lang=en,"Darvas,Peter",Specific Investment Loan,Education,IBRD/IDA,5.4,0,0,5.4,45%
FY00,Europe & Central Asia,Armenia,P057952,Social Investment Fund 2 Project (SIF 2),http://www.worldbank.org/projects/P057952?lang=en,"Mascarell,Caroline",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,8.2,0,0,8.2,41%
